DIRECTORIO,P6580S1,mes
7899529,0,Agosto_2024
7899530,0,Agosto_2024
7899531,0,Agosto_2024
7899532,120000,Agosto_2024
7899533,0,Agosto_2024
7899535,0,Agosto_2024
7899536,0,Agosto_2024
7899538,0,Agosto_2024
7899539,0,Agosto_2024
7899540,0,Agosto_2024
7899541,0,Agosto_2024
7899542,0,Agosto_2024
7899543,0,Agosto_2024
7899544,0,Agosto_2024
7899545,0,Agosto_2024
7899546,0,Agosto_2024
7899547,0,Agosto_2024
7899548,0,Agosto_2024
7899550,0,Agosto_2024
7899551,1200000,Agosto_2024
7899552,0,Agosto_2024
7899553,0,Agosto_2024
7899554,0,Agosto_2024
7899555,0,Agosto_2024
7899556,0,Agosto_2024
7899557,0,Agosto_2024
7899558,0,Agosto_2024
7899560,0,Agosto_2024
7899561,0,Agosto_2024
7899564,305,Agosto_2024
7899565,0,Agosto_2024
7899566,105,Agosto_2024
7899567,0,Agosto_2024
7899568,0,Agosto_2024
7899569,0,Agosto_2024
7899570,0,Agosto_2024
7899572,0,Agosto_2024
7899573,0,Agosto_2024
7899574,0,Agosto_2024
7899575,0,Agosto_2024
7899576,0,Agosto_2024
7899577,0,Agosto_2024
7899578,0,Agosto_2024
7899579,0,Agosto_2024
7899580,0,Agosto_2024
7899584,0,Agosto_2024
7899585,0,Agosto_2024
7899587,150000,Agosto_2024
7899588,0,Agosto_2024
7899589,0,Agosto_2024
7899590,0,Agosto_2024
7899591,0,Agosto_2024
7899592,0,Agosto_2024
7899593,0,Agosto_2024
7899594,0,Agosto_2024
7899595,0,Agosto_2024
7899598,0,Agosto_2024
7899599,0,Agosto_2024
7899600,140000,Agosto_2024
7899601,0,Agosto_2024
7899605,0,Agosto_2024
7899607,0,Agosto_2024
7899609,0,Agosto_2024
7899610,0,Agosto_2024
7899612,0,Agosto_2024
7899613,0,Agosto_2024
7899615,0,Agosto_2024
7899616,0,Agosto_2024
7899617,305,Agosto_2024
7899618,0,Agosto_2024
7899619,0,Agosto_2024
7899620,505,Agosto_2024
7899621,0,Agosto_2024
7899622,0,Agosto_2024
7899623,0,Agosto_2024
7899624,0,Agosto_2024
7899625,0,Agosto_2024
7899626,0,Agosto_2024
7899627,0,Agosto_2024
7899628,0,Agosto_2024
7899630,0,Agosto_2024
7899631,0,Agosto_2024
7899634,0,Agosto_2024
7899640,0,Agosto_2024
7899643,0,Agosto_2024
7899644,0,Agosto_2024
7899650,0,Agosto_2024
7899651,0,Agosto_2024
7899652,0,Agosto_2024
7899654,0,Agosto_2024
7899655,0,Agosto_2024
7899656,0,Agosto_2024
7899657,0,Agosto_2024
7899658,0,Agosto_2024
7899659,306,Agosto_2024
7899660,0,Agosto_2024
7899662,0,Agosto_2024
7899663,0,Agosto_2024
7899664,0,Agosto_2024
7899667,0,Agosto_2024
7899669,0,Agosto_2024
7899672,0,Agosto_2024
7899673,0,Agosto_2024
7899674,0,Agosto_2024
7899675,0,Agosto_2024
7899677,0,Agosto_2024
7899679,0,Agosto_2024
7899680,0,Agosto_2024
7899683,0,Agosto_2024
7899684,0,Agosto_2024
7899685,0,Agosto_2024
7899686,0,Agosto_2024
7899688,0,Agosto_2024
7899690,0,Agosto_2024
7899691,0,Agosto_2024
7899692,0,Agosto_2024
7899693,0,Agosto_2024
7899694,0,Agosto_2024
7899695,0,Agosto_2024
7899697,0,Agosto_2024
7899698,0,Agosto_2024
7899699,0,Agosto_2024
7899700,0,Agosto_2024
7899701,0,Agosto_2024
7899703,0,Agosto_2024
7899704,0,Agosto_2024
7899705,0,Agosto_2024
7899706,0,Agosto_2024
7899707,0,Agosto_2024
7899708,0,Agosto_2024
7899709,305,Agosto_2024
7899710,80000,Agosto_2024
7899711,0,Agosto_2024
7899712,0,Agosto_2024
7899713,0,Agosto_2024
7899714,0,Agosto_2024
7899715,0,Agosto_2024
7899716,0,Agosto_2024
7899718,0,Agosto_2024
7899719,0,Agosto_2024
7899720,0,Agosto_2024
7899721,0,Agosto_2024
7899722,0,Agosto_2024
7899723,0,Agosto_2024
7899724,0,Agosto_2024
7899725,0,Agosto_2024
7899726,0,Agosto_2024
7899727,0,Agosto_2024
7899728,0,Agosto_2024
7899730,0,Agosto_2024
7899733,0,Agosto_2024
7899735,0,Agosto_2024
7899736,0,Agosto_2024
7899737,0,Agosto_2024
7899738,0,Agosto_2024
7899739,0,Agosto_2024
7899740,0,Agosto_2024
7899742,0,Agosto_2024
7899743,0,Agosto_2024
7899744,0,Agosto_2024
7899745,0,Agosto_2024
7899746,0,Agosto_2024
7899747,0,Agosto_2024
7899748,0,Agosto_2024
7899751,0,Agosto_2024
7899752,0,Agosto_2024
7899753,0,Agosto_2024
7899754,0,Agosto_2024
7899755,0,Agosto_2024
7899756,0,Agosto_2024
7899759,0,Agosto_2024
7899760,0,Agosto_2024
7899761,0,Agosto_2024
7899762,205,Agosto_2024
7899763,0,Agosto_2024
7899765,0,Agosto_2024
7899767,0,Agosto_2024
7899768,0,Agosto_2024
7899769,0,Agosto_2024
7899771,0,Agosto_2024
7899772,0,Agosto_2024
7899773,0,Agosto_2024
7899774,0,Agosto_2024
7899775,0,Agosto_2024
7899777,0,Agosto_2024
7899779,0,Agosto_2024
7899781,0,Agosto_2024
7899782,0,Agosto_2024
7899783,0,Agosto_2024
7899784,0,Agosto_2024
7899792,0,Agosto_2024
7899793,0,Agosto_2024
7899795,0,Agosto_2024
7899797,0,Agosto_2024
7899798,0,Agosto_2024
7899799,0,Agosto_2024
7899802,0,Agosto_2024
7899803,0,Agosto_2024
7899804,0,Agosto_2024
7899805,0,Agosto_2024
7899806,0,Agosto_2024
7899807,0,Agosto_2024
7899808,0,Agosto_2024
7899810,0,Agosto_2024
7899811,0,Agosto_2024
7899812,0,Agosto_2024
7899813,0,Agosto_2024
7899816,0,Agosto_2024
7899819,0,Agosto_2024
7899821,0,Agosto_2024
7899822,0,Agosto_2024
7899823,0,Agosto_2024
7899826,0,Agosto_2024
7899827,0,Agosto_2024
7899829,0,Agosto_2024
7899830,0,Agosto_2024
7899832,0,Agosto_2024
7899833,0,Agosto_2024
7899836,0,Agosto_2024
7899840,0,Agosto_2024
7899841,0,Agosto_2024
7899842,0,Agosto_2024
7899844,0,Agosto_2024
7899845,0,Agosto_2024
7899846,0,Agosto_2024
7899847,0,Agosto_2024
7899848,0,Agosto_2024
7899849,390000,Agosto_2024
7899852,0,Agosto_2024
7899853,0,Agosto_2024
7899854,0,Agosto_2024
7899855,0,Agosto_2024
7899856,0,Agosto_2024
7899857,0,Agosto_2024
7899858,0,Agosto_2024
7899859,0,Agosto_2024
7899860,305,Agosto_2024
7899861,0,Agosto_2024
7899864,0,Agosto_2024
7899865,0,Agosto_2024
7899866,0,Agosto_2024
7899868,0,Agosto_2024
7899869,0,Agosto_2024
7899870,0,Agosto_2024
7899871,0,Agosto_2024
7899872,0,Agosto_2024
7899873,0,Agosto_2024
7899875,0,Agosto_2024
7899877,105,Agosto_2024
7899878,0,Agosto_2024
7899880,0,Agosto_2024
7899881,0,Agosto_2024
7899882,0,Agosto_2024
7899883,0,Agosto_2024
7899886,0,Agosto_2024
7899888,0,Agosto_2024
7899889,0,Agosto_2024
7899890,0,Agosto_2024
7899891,0,Agosto_2024
7899892,0,Agosto_2024
7899893,0,Agosto_2024
7899894,0,Agosto_2024
7899895,0,Agosto_2024
7899896,0,Agosto_2024
7899897,0,Agosto_2024
7899898,0,Agosto_2024
7899903,0,Agosto_2024
7899904,0,Agosto_2024
7899905,0,Agosto_2024
7899906,0,Agosto_2024
7899912,0,Agosto_2024
7899915,0,Agosto_2024
7899916,0,Agosto_2024
7899918,0,Agosto_2024
7899921,0,Agosto_2024
7899922,0,Agosto_2024
7899925,0,Agosto_2024
7899926,0,Agosto_2024
7899928,0,Agosto_2024
7899930,0,Agosto_2024
7899932,0,Agosto_2024
7899933,0,Agosto_2024
7899936,0,Agosto_2024
7899937,0,Agosto_2024
7899938,0,Agosto_2024
7899939,0,Agosto_2024
7899940,0,Agosto_2024
7899941,0,Agosto_2024
7899944,0,Agosto_2024
7899945,0,Agosto_2024
7899946,0,Agosto_2024
7899947,0,Agosto_2024
7899948,0,Agosto_2024
7899949,0,Agosto_2024
7899950,0,Agosto_2024
7899951,0,Agosto_2024
7899953,0,Agosto_2024
7899954,0,Agosto_2024
7899955,0,Agosto_2024
7899956,0,Agosto_2024
7899957,0,Agosto_2024
7899958,0,Agosto_2024
7899959,0,Agosto_2024
7899960,0,Agosto_2024
7899961,0,Agosto_2024
7899962,0,Agosto_2024
7899963,0,Agosto_2024
7899964,0,Agosto_2024
7899965,0,Agosto_2024
7899966,0,Agosto_2024
7899968,0,Agosto_2024
7899969,0,Agosto_2024
7899970,0,Agosto_2024
7899971,605,Agosto_2024
7899972,0,Agosto_2024
7899973,205,Agosto_2024
7899976,0,Agosto_2024
7899977,0,Agosto_2024
7899978,0,Agosto_2024
7899979,0,Agosto_2024
7899980,205,Agosto_2024
7899981,0,Agosto_2024
7899982,0,Agosto_2024
7899983,106,Agosto_2024
7899984,0,Agosto_2024
7899986,0,Agosto_2024
7899987,0,Agosto_2024
7899988,0,Agosto_2024
7899990,0,Agosto_2024
7899991,0,Agosto_2024
7899993,27513,Agosto_2024
7899994,0,Agosto_2024
7899995,0,Agosto_2024
7899997,0,Agosto_2024
7899998,0,Agosto_2024
7899999,0,Agosto_2024
7900000,0,Agosto_2024
7900001,0,Agosto_2024
7900002,0,Agosto_2024
7900003,0,Agosto_2024
7900004,0,Agosto_2024
7900006,0,Agosto_2024
7900007,0,Agosto_2024
7900010,0,Agosto_2024
7900011,0,Agosto_2024
7900012,0,Agosto_2024
7900013,0,Agosto_2024
7900014,0,Agosto_2024
7900015,0,Agosto_2024
7900016,0,Agosto_2024
7900017,0,Agosto_2024
7900018,0,Agosto_2024
7900019,0,Agosto_2024
7900020,0,Agosto_2024
7900021,0,Agosto_2024
7900022,0,Agosto_2024
7900023,306,Agosto_2024
7900025,0,Agosto_2024
7900026,0,Agosto_2024
7900027,0,Agosto_2024
7900028,0,Agosto_2024
7900029,0,Agosto_2024
7900031,0,Agosto_2024
7900032,0,Agosto_2024
7900033,0,Agosto_2024
7900034,0,Agosto_2024
7900035,0,Agosto_2024
7900036,0,Agosto_2024
7900037,0,Agosto_2024
7900039,0,Agosto_2024
7900040,0,Agosto_2024
7900042,0,Agosto_2024
7900043,0,Agosto_2024
7900044,0,Agosto_2024
7900045,0,Agosto_2024
7900046,0,Agosto_2024
7900047,105,Agosto_2024
7900048,0,Agosto_2024
7900049,0,Agosto_2024
7900050,0,Agosto_2024
7900051,0,Agosto_2024
7900052,0,Agosto_2024
7900053,0,Agosto_2024
7900054,0,Agosto_2024
7900056,0,Agosto_2024
7900057,0,Agosto_2024
7900058,0,Agosto_2024
7900059,0,Agosto_2024
7900060,0,Agosto_2024
7900061,0,Agosto_2024
7900062,0,Agosto_2024
7900063,0,Agosto_2024
7900064,0,Agosto_2024
7900065,0,Agosto_2024
7900066,0,Agosto_2024
7900067,0,Agosto_2024
7900069,0,Agosto_2024
7900070,0,Agosto_2024
7900072,0,Agosto_2024
7900073,0,Agosto_2024
7900074,0,Agosto_2024
7900075,0,Agosto_2024
7900076,0,Agosto_2024
7900078,0,Agosto_2024
7900079,0,Agosto_2024
7900080,0,Agosto_2024
7900082,0,Agosto_2024
7900084,0,Agosto_2024
7900085,0,Agosto_2024
7900086,0,Agosto_2024
7900088,0,Agosto_2024
7900089,0,Agosto_2024
7900090,0,Agosto_2024
7900091,0,Agosto_2024
7900092,0,Agosto_2024
7900093,0,Agosto_2024
7900094,0,Agosto_2024
7900095,0,Agosto_2024
7900096,0,Agosto_2024
7900098,0,Agosto_2024
7900099,0,Agosto_2024
7900100,0,Agosto_2024
7900101,0,Agosto_2024
7900102,605,Agosto_2024
7900103,0,Agosto_2024
7900104,0,Agosto_2024
7900106,0,Agosto_2024
7900107,0,Agosto_2024
7900108,0,Agosto_2024
7900109,0,Agosto_2024
7900110,0,Agosto_2024
7900112,0,Agosto_2024
7900114,0,Agosto_2024
7900115,0,Agosto_2024
7900118,0,Agosto_2024
7900119,0,Agosto_2024
7900120,0,Agosto_2024
7900121,0,Agosto_2024
7900122,0,Agosto_2024
7900123,0,Agosto_2024
7900124,0,Agosto_2024
7900125,0,Agosto_2024
7900126,0,Agosto_2024
7900127,0,Agosto_2024
7900128,0,Agosto_2024
7900129,0,Agosto_2024
7900130,0,Agosto_2024
7900131,0,Agosto_2024
7900132,0,Agosto_2024
7900134,0,Agosto_2024
7900135,0,Agosto_2024
7900136,0,Agosto_2024
7900137,0,Agosto_2024
7900138,0,Agosto_2024
7900139,0,Agosto_2024
7900141,0,Agosto_2024
7900142,0,Agosto_2024
7900143,0,Agosto_2024
7900144,22000,Agosto_2024
7900145,0,Agosto_2024
7900146,0,Agosto_2024
7900147,0,Agosto_2024
7900148,0,Agosto_2024
7900149,0,Agosto_2024
7900150,0,Agosto_2024
7900151,0,Agosto_2024
7900152,0,Agosto_2024
7900153,0,Agosto_2024
7900154,0,Agosto_2024
7900155,0,Agosto_2024
7900156,0,Agosto_2024
7900157,0,Agosto_2024
7900158,0,Agosto_2024
7900159,0,Agosto_2024
7900160,0,Agosto_2024
7900161,0,Agosto_2024
7900162,0,Agosto_2024
7900163,0,Agosto_2024
7900165,0,Agosto_2024
7900166,0,Agosto_2024
7900168,0,Agosto_2024
7900169,0,Agosto_2024
7900170,0,Agosto_2024
7900171,0,Agosto_2024
7900172,0,Agosto_2024
7900175,0,Agosto_2024
7900177,0,Agosto_2024
7900179,0,Agosto_2024
7900180,0,Agosto_2024
7900181,0,Agosto_2024
7900182,0,Agosto_2024
7900183,0,Agosto_2024
7900185,0,Agosto_2024
7900186,0,Agosto_2024
7900187,0,Agosto_2024
7900188,0,Agosto_2024
7900189,0,Agosto_2024
7900190,0,Agosto_2024
7900191,0,Agosto_2024
7900193,0,Agosto_2024
7900195,0,Agosto_2024
7900196,0,Agosto_2024
7900197,0,Agosto_2024
7900199,0,Agosto_2024
7900200,0,Agosto_2024
7900201,0,Agosto_2024
7900202,0,Agosto_2024
7900204,0,Agosto_2024
7900205,0,Agosto_2024
7900206,0,Agosto_2024
7900207,0,Agosto_2024
7900209,0,Agosto_2024
7900210,0,Agosto_2024
7900211,0,Agosto_2024
7900212,0,Agosto_2024
7900213,0,Agosto_2024
7900214,0,Agosto_2024
7900221,0,Agosto_2024
7900222,0,Agosto_2024
7900223,0,Agosto_2024
7900224,0,Agosto_2024
7900225,0,Agosto_2024
7900227,0,Agosto_2024
7900228,0,Agosto_2024
7900230,0,Agosto_2024
7900231,0,Agosto_2024
7900232,0,Agosto_2024
7900234,0,Agosto_2024
7900235,0,Agosto_2024
7900236,0,Agosto_2024
7900237,0,Agosto_2024
7900238,0,Agosto_2024
7900239,0,Agosto_2024
7900240,0,Agosto_2024
7900242,0,Agosto_2024
7900244,0,Agosto_2024
7900245,0,Agosto_2024
7900247,0,Agosto_2024
7900248,0,Agosto_2024
7900250,0,Agosto_2024
7900251,0,Agosto_2024
7900252,0,Agosto_2024
7900253,0,Agosto_2024
7900254,0,Agosto_2024
7900256,0,Agosto_2024
7900259,0,Agosto_2024
7900260,0,Agosto_2024
7900262,0,Agosto_2024
7900264,0,Agosto_2024
7900265,0,Agosto_2024
7900266,0,Agosto_2024
7900267,0,Agosto_2024
7900268,0,Agosto_2024
7900269,0,Agosto_2024
7900270,0,Agosto_2024
7900271,0,Agosto_2024
7900273,0,Agosto_2024
7900274,0,Agosto_2024
7900275,0,Agosto_2024
7900276,0,Agosto_2024
7900277,0,Agosto_2024
7900278,0,Agosto_2024
7900279,0,Agosto_2024
7900280,0,Agosto_2024
7900281,0,Agosto_2024
7900282,0,Agosto_2024
7900283,0,Agosto_2024
7900284,0,Agosto_2024
7900285,0,Agosto_2024
7900286,0,Agosto_2024
7900287,0,Agosto_2024
7900288,0,Agosto_2024
7900289,0,Agosto_2024
7900290,0,Agosto_2024
7900291,0,Agosto_2024
7900292,0,Agosto_2024
7900293,0,Agosto_2024
7900296,0,Agosto_2024
7900299,0,Agosto_2024
7900300,0,Agosto_2024
7900301,0,Agosto_2024
7900303,505,Agosto_2024
7900304,0,Agosto_2024
7900306,0,Agosto_2024
7900307,0,Agosto_2024
7900308,0,Agosto_2024
7900310,0,Agosto_2024
7900311,0,Agosto_2024
7900312,0,Agosto_2024
7900313,0,Agosto_2024
7900314,0,Agosto_2024
7900315,0,Agosto_2024
7900316,0,Agosto_2024
7900317,0,Agosto_2024
7900318,0,Agosto_2024
7900319,0,Agosto_2024
7900320,0,Agosto_2024
7900321,0,Agosto_2024
7900322,0,Agosto_2024
7900324,0,Agosto_2024
7900325,0,Agosto_2024
7900326,0,Agosto_2024
7900328,0,Agosto_2024
7900329,0,Agosto_2024
7900330,0,Agosto_2024
7900331,0,Agosto_2024
7900332,0,Agosto_2024
7900333,0,Agosto_2024
7900334,0,Agosto_2024
7900336,0,Agosto_2024
7900337,0,Agosto_2024
7900338,0,Agosto_2024
7900339,0,Agosto_2024
7900340,0,Agosto_2024
7900341,0,Agosto_2024
7900342,0,Agosto_2024
7900343,0,Agosto_2024
7900344,0,Agosto_2024
7900346,0,Agosto_2024
7900347,0,Agosto_2024
7900348,0,Agosto_2024
7900349,0,Agosto_2024
7900350,0,Agosto_2024
7900351,0,Agosto_2024
7900352,0,Agosto_2024
7900353,0,Agosto_2024
7900354,0,Agosto_2024
7900355,0,Agosto_2024
7900356,0,Agosto_2024
7900357,0,Agosto_2024
7900358,0,Agosto_2024
7900359,0,Agosto_2024
7900360,0,Agosto_2024
7900361,0,Agosto_2024
7900362,0,Agosto_2024
7900363,0,Agosto_2024
7900364,0,Agosto_2024
7900365,0,Agosto_2024
7900366,0,Agosto_2024
7900367,0,Agosto_2024
7900369,0,Agosto_2024
7900370,0,Agosto_2024
7900371,0,Agosto_2024
7900372,0,Agosto_2024
7900374,0,Agosto_2024
7900375,0,Agosto_2024
7900376,0,Agosto_2024
7900377,0,Agosto_2024
7900378,0,Agosto_2024
7900379,0,Agosto_2024
7900380,0,Agosto_2024
7900381,0,Agosto_2024
7900382,0,Agosto_2024
7900384,0,Agosto_2024
7900385,0,Agosto_2024
7900387,0,Agosto_2024
7900388,0,Agosto_2024
7900390,0,Agosto_2024
7900391,0,Agosto_2024
7900392,0,Agosto_2024
7900393,0,Agosto_2024
7900394,0,Agosto_2024
7900395,0,Agosto_2024
7900396,0,Agosto_2024
7900397,0,Agosto_2024
7900399,0,Agosto_2024
7900401,0,Agosto_2024
7900402,0,Agosto_2024
7900403,0,Agosto_2024
7900404,0,Agosto_2024
7900406,0,Agosto_2024
7900407,0,Agosto_2024
7900408,0,Agosto_2024
7900409,0,Agosto_2024
7900410,0,Agosto_2024
7900411,0,Agosto_2024
7900412,0,Agosto_2024
7900413,0,Agosto_2024
7900414,0,Agosto_2024
7900415,205,Agosto_2024
7900416,0,Agosto_2024
7900421,0,Agosto_2024
7900422,0,Agosto_2024
7900423,0,Agosto_2024
7900427,0,Agosto_2024
7900429,0,Agosto_2024
7900430,0,Agosto_2024
7900431,0,Agosto_2024
7900432,1172800,Agosto_2024
7900433,0,Agosto_2024
7900435,0,Agosto_2024
7900436,0,Agosto_2024
7900437,0,Agosto_2024
7900438,0,Agosto_2024
7900441,430000,Agosto_2024
7900442,0,Agosto_2024
7900443,0,Agosto_2024
7900444,0,Agosto_2024
7900445,0,Agosto_2024
7900446,0,Agosto_2024
7900448,0,Agosto_2024
7900449,0,Agosto_2024
7900450,0,Agosto_2024
7900451,0,Agosto_2024
7900452,0,Agosto_2024
7900453,0,Agosto_2024
7900454,0,Agosto_2024
7900455,0,Agosto_2024
7900456,0,Agosto_2024
7900457,0,Agosto_2024
7900458,0,Agosto_2024
7900459,0,Agosto_2024
7900461,0,Agosto_2024
7900462,0,Agosto_2024
7900463,0,Agosto_2024
7900464,0,Agosto_2024
7900465,0,Agosto_2024
7900466,0,Agosto_2024
7900467,0,Agosto_2024
7900468,0,Agosto_2024
7900469,0,Agosto_2024
7900471,0,Agosto_2024
7900472,0,Agosto_2024
7900473,0,Agosto_2024
7900474,0,Agosto_2024
7900475,0,Agosto_2024
7900476,0,Agosto_2024
7900477,0,Agosto_2024
7900479,0,Agosto_2024
7900481,0,Agosto_2024
7900482,0,Agosto_2024
7900483,0,Agosto_2024
7900485,0,Agosto_2024
7900486,0,Agosto_2024
7900487,0,Agosto_2024
7900489,0,Agosto_2024
7900490,0,Agosto_2024
7900491,0,Agosto_2024
7900492,0,Agosto_2024
7900493,0,Agosto_2024
7900494,0,Agosto_2024
7900495,0,Agosto_2024
7900496,0,Agosto_2024
7900497,0,Agosto_2024
7900498,0,Agosto_2024
7900500,0,Agosto_2024
7900501,0,Agosto_2024
7900502,0,Agosto_2024
7900504,0,Agosto_2024
7900505,0,Agosto_2024
7900506,0,Agosto_2024
7900507,505,Agosto_2024
7900509,0,Agosto_2024
7900510,0,Agosto_2024
7900511,0,Agosto_2024
7900512,0,Agosto_2024
7900513,0,Agosto_2024
7900514,0,Agosto_2024
7900515,0,Agosto_2024
7900516,0,Agosto_2024
7900518,0,Agosto_2024
7900519,0,Agosto_2024
7900520,0,Agosto_2024
7900521,50000,Agosto_2024
7900524,0,Agosto_2024
7900525,0,Agosto_2024
7900526,0,Agosto_2024
7900527,0,Agosto_2024
7900528,0,Agosto_2024
7900531,0,Agosto_2024
7900532,0,Agosto_2024
7900534,0,Agosto_2024
7900535,0,Agosto_2024
7900536,0,Agosto_2024
7900537,0,Agosto_2024
7900538,0,Agosto_2024
7900539,0,Agosto_2024
7900540,0,Agosto_2024
7900541,0,Agosto_2024
7900542,0,Agosto_2024
7900543,0,Agosto_2024
7900545,0,Agosto_2024
7900546,0,Agosto_2024
7900547,0,Agosto_2024
7900548,0,Agosto_2024
7900550,0,Agosto_2024
7900553,0,Agosto_2024
7900554,0,Agosto_2024
7900555,0,Agosto_2024
7900556,0,Agosto_2024
7900557,0,Agosto_2024
7900558,0,Agosto_2024
7900559,0,Agosto_2024
7900560,0,Agosto_2024
7900561,0,Agosto_2024
7900562,0,Agosto_2024
7900563,0,Agosto_2024
7900565,0,Agosto_2024
7900566,0,Agosto_2024
7900567,0,Agosto_2024
7900569,0,Agosto_2024
7900570,0,Agosto_2024
7900571,0,Agosto_2024
7900572,0,Agosto_2024
7900573,0,Agosto_2024
7900574,0,Agosto_2024
7900576,0,Agosto_2024
7900577,0,Agosto_2024
7900580,0,Agosto_2024
7900581,0,Agosto_2024
7900583,0,Agosto_2024
7900584,0,Agosto_2024
7900585,0,Agosto_2024
7900586,0,Agosto_2024
7900588,0,Agosto_2024
7900589,0,Agosto_2024
7900590,0,Agosto_2024
7900591,0,Agosto_2024
7900592,0,Agosto_2024
7900594,0,Agosto_2024
7900595,0,Agosto_2024
7900598,0,Agosto_2024
7900600,0,Agosto_2024
7900601,0,Agosto_2024
7900602,0,Agosto_2024
7900603,0,Agosto_2024
7900605,0,Agosto_2024
7900606,0,Agosto_2024
7900607,0,Agosto_2024
7900608,0,Agosto_2024
7900609,0,Agosto_2024
7900610,0,Agosto_2024
7900611,0,Agosto_2024
7900625,0,Agosto_2024
7900626,0,Agosto_2024
7900627,0,Agosto_2024
7900628,0,Agosto_2024
7900629,0,Agosto_2024
7900630,0,Agosto_2024
7900631,0,Agosto_2024
7900632,0,Agosto_2024
7900633,0,Agosto_2024
7900634,0,Agosto_2024
7900635,0,Agosto_2024
7900637,0,Agosto_2024
7900638,0,Agosto_2024
7900639,0,Agosto_2024
7900642,0,Agosto_2024
7900643,0,Agosto_2024
7900645,0,Agosto_2024
7900646,0,Agosto_2024
7900647,0,Agosto_2024
7900648,0,Agosto_2024
7900650,0,Agosto_2024
7900651,0,Agosto_2024
7900652,0,Agosto_2024
7900656,0,Agosto_2024
7900659,0,Agosto_2024
7900660,0,Agosto_2024
7900662,0,Agosto_2024
7900663,0,Agosto_2024
7900664,0,Agosto_2024
7900665,0,Agosto_2024
7900668,0,Agosto_2024
7900669,0,Agosto_2024
7900670,0,Agosto_2024
7900672,0,Agosto_2024
7900673,0,Agosto_2024
7900674,0,Agosto_2024
7900675,0,Agosto_2024
7900676,0,Agosto_2024
7900680,0,Agosto_2024
7900683,0,Agosto_2024
7900684,0,Agosto_2024
7900686,0,Agosto_2024
7900687,0,Agosto_2024
7900688,0,Agosto_2024
7900689,0,Agosto_2024
7900690,0,Agosto_2024
7900693,0,Agosto_2024
7900695,0,Agosto_2024
7900698,0,Agosto_2024
7900701,0,Agosto_2024
7900703,0,Agosto_2024
7900704,0,Agosto_2024
7900705,0,Agosto_2024
7900708,0,Agosto_2024
7900709,0,Agosto_2024
7900714,0,Agosto_2024
7900715,0,Agosto_2024
7900716,0,Agosto_2024
7900717,0,Agosto_2024
7900718,0,Agosto_2024
7900719,0,Agosto_2024
7900726,0,Agosto_2024
7900727,0,Agosto_2024
7900728,0,Agosto_2024
7900729,0,Agosto_2024
7900730,0,Agosto_2024
7900731,0,Agosto_2024
7900732,0,Agosto_2024
7900733,0,Agosto_2024
7900734,0,Agosto_2024
7900735,0,Agosto_2024
7900736,0,Agosto_2024
7900737,0,Agosto_2024
7900738,0,Agosto_2024
7900739,0,Agosto_2024
7900740,0,Agosto_2024
7900742,0,Agosto_2024
7900743,0,Agosto_2024
7900744,0,Agosto_2024
7900745,0,Agosto_2024
7900746,0,Agosto_2024
7900747,0,Agosto_2024
7900748,23350,Agosto_2024
7900752,405,Agosto_2024
7900754,0,Agosto_2024
7900755,0,Agosto_2024
7900756,0,Agosto_2024
7900757,0,Agosto_2024
7900758,0,Agosto_2024
7900759,0,Agosto_2024
7900760,0,Agosto_2024
7900761,0,Agosto_2024
7900762,0,Agosto_2024
7900763,0,Agosto_2024
7900764,0,Agosto_2024
7900765,0,Agosto_2024
7900767,0,Agosto_2024
7900768,0,Agosto_2024
7900769,0,Agosto_2024
7900770,0,Agosto_2024
7900771,0,Agosto_2024
7900772,0,Agosto_2024
7900773,305,Agosto_2024
7900774,0,Agosto_2024
7900775,0,Agosto_2024
7900778,0,Agosto_2024
7900780,0,Agosto_2024
7900782,0,Agosto_2024
7900783,0,Agosto_2024
7900784,0,Agosto_2024
7900785,0,Agosto_2024
7900786,0,Agosto_2024
7900787,0,Agosto_2024
7900788,0,Agosto_2024
7900789,0,Agosto_2024
7900790,0,Agosto_2024
7900791,0,Agosto_2024
7900792,0,Agosto_2024
7900793,0,Agosto_2024
7900794,0,Agosto_2024
7900795,0,Agosto_2024
7900796,0,Agosto_2024
7900797,0,Agosto_2024
7900798,0,Agosto_2024
7900799,0,Agosto_2024
7900800,0,Agosto_2024
7900801,0,Agosto_2024
7900803,0,Agosto_2024
7900806,0,Agosto_2024
7900807,0,Agosto_2024
7900809,0,Agosto_2024
7900811,0,Agosto_2024
7900814,0,Agosto_2024
7900815,0,Agosto_2024
7900817,0,Agosto_2024
7900821,0,Agosto_2024
7900822,0,Agosto_2024
7900823,0,Agosto_2024
7900824,0,Agosto_2024
7900825,0,Agosto_2024
7900826,0,Agosto_2024
7900827,0,Agosto_2024
7900829,0,Agosto_2024
7900831,0,Agosto_2024
7900832,0,Agosto_2024
7900834,0,Agosto_2024
7900835,0,Agosto_2024
7900836,0,Agosto_2024
7900837,0,Agosto_2024
7900838,0,Agosto_2024
7900839,0,Agosto_2024
7900840,0,Agosto_2024
7900841,0,Agosto_2024
7900842,0,Agosto_2024
7900843,0,Agosto_2024
7900845,0,Agosto_2024
7900846,0,Agosto_2024
7900847,0,Agosto_2024
7900848,0,Agosto_2024
7900849,0,Agosto_2024
7900850,0,Agosto_2024
7900851,0,Agosto_2024
7900853,0,Agosto_2024
7900854,0,Agosto_2024
